Branch Path,Variable,Scenario,Method,Units,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,DIFFERS_FROM_BAU
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Fixed OM Cost,Updated LMI GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Fixed OM Cost,Updated Pro Solar,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Fixed OM Cost,Updated Utility Protection,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Historical Production,Updated BAU GHS,Interp,Kilowatt-Hour,165215943.63,185445605.73,197836002.9,255609971.02,247642072.51,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Historical Production,Updated LMI GHS,Interp,Kilowatt-Hour,165215943.63,185445605.73,197836002.9,255609971.02,247642072.51,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Historical Production,Updated Pro Solar,Interp,Kilowatt-Hour,165215943.63,185445605.73,197836002.9,255609971.02,247642072.51,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Historical Production,Updated Utility Protection,Interp,Kilowatt-Hour,165215943.63,185445605.73,197836002.9,255609971.02,247642072.51,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,253608772.69,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Interest Rate,Updated BAU GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Interest Rate,Updated LMI GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Interest Rate,Updated Pro Solar,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Interest Rate,Updated Utility Protection,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Lifetime,Updated BAU GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Lifetime,Updated LMI GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Lifetime,Updated Pro Solar,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Lifetime,Updated Utility Protection,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Maximum Availability,Updated BAU GHS,Interp,Percent,25.96,25.96,25.96,25.96,25.96,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Maximum Availability,Updated LMI GHS,Interp,Percent,25.96,25.96,25.96,25.96,25.96,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Maximum Availability,Updated Pro Solar,Interp,Percent,25.96,25.96,25.96,25.96,25.96,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Maximum Availability,Updated Utility Protection,Interp,Percent,25.96,25.96,25.96,25.96,25.96,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,27.04,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Merit Order,Updated BAU GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Merit Order,Updated LMI GHS,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Merit Order,Updated Pro Solar,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Merit Order,Updated Utility Protection,Interp,Merit Order,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Minimum Utilization,Updated BAU GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Minimum Utilization,Updated LMI GHS,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Minimum Utilization,Updated Pro Solar,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Minimum Utilization,Updated Utility Protection,Interp,Percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Process Efficiency,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Process Efficiency,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Process Efficiency,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Process Efficiency,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Salvage Value,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Salvage Value,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Salvage Value,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Salvage Value,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Stranded Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Stranded Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Stranded Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Stranded Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Variable OM Cost,Updated BAU GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Variable OM Cost,Updated LMI GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Variable OM Cost,Updated Pro Solar,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar,Variable OM Cost,Updated Utility Protection,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Feedstock Fuel Share,Updated BAU GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Feedstock Fuel Share,Updated LMI GHS,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Feedstock Fuel Share,Updated Pro Solar,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Feedstock Fuel Share,Updated Utility Protection,Interp,U.S. Dollar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Fuel Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Fuel Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Fuel Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Solar\Feedstock Fuels\Solar,Fuel Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capacity Credit,Updated BAU GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capacity Credit,Updated LMI GHS,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capacity Credit,Updated Pro Solar,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capacity Credit,Updated Utility Protection,Interp,Percent,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capital Cost,Updated BAU GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capital Cost,Updated LMI GHS,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capital Cost,Updated Pro Solar,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Capital Cost,Updated Utility Protection,Interp,U.S. Dollar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Dispatch Rule,Updated BAU GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Dispatch Rule,Updated LMI GHS,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Dispatch Rule,Updated Pro Solar,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Dispatch Rule,Updated Utility Protection,Interp,None,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Endogenous Capacity,Updated BAU GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Endogenous Capacity,Updated LMI GHS,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Endogenous Capacity,Updated Pro Solar,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Endogenous Capacity,Updated Utility Protection,Interp,Megawatt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Exogenous Capacity,Updated BAU GHS,Interp,Megawatt,69.12,71.78,67.49,78.34,96.52,111.91,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Exogenous Capacity,Updated LMI GHS,Interp,Megawatt,69.12,71.78,67.49,78.34,96.52,111.91,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Exogenous Capacity,Updated Pro Solar,Interp,Megawatt,69.12,71.78,67.49,78.34,96.52,111.91,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Exogenous Capacity,Updated Utility Protection,Interp,Megawatt,69.12,71.78,67.49,78.34,96.52,111.91,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,First Simulation Year,Updated BAU GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,First Simulation Year,Updated LMI GHS,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,First Simulation Year,Updated Pro Solar,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,First Simulation Year,Updated Utility Protection,Interp,Years,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Fixed OM Cost,Updated BAU GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Fixed OM Cost,Updated LMI GHS,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Fixed OM Cost,Updated Pro Solar,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Fixed OM Cost,Updated Utility Protection,Interp,South African Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Historical Production,Updated BAU GHS,Interp,Kilowatt-Hour,259625407.61,262154401.15,251054409.82,324723948.27,394188823.04,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Historical Production,Updated LMI GHS,Interp,Kilowatt-Hour,259625407.61,262154401.15,251054409.82,324723948.27,394188823.04,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Historical Production,Updated Pro Solar,Interp,Kilowatt-Hour,259625407.61,262154401.15,251054409.82,324723948.27,394188823.04,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Historical Production,Updated Utility Protection,Interp,Kilowatt-Hour,259625407.61,262154401.15,251054409.82,324723948.27,394188823.04,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,401826818.05,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Interest Rate,Updated BAU GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Interest Rate,Updated LMI GHS,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Interest Rate,Updated Pro Solar,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Interest Rate,Updated Utility Protection,Interp,Percent,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Lifetime,Updated BAU GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Lifetime,Updated LMI GHS,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Lifetime,Updated Pro Solar,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Lifetime,Updated Utility Protection,Interp,Years,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Maximum Availability,Updated BAU GHS,Interp,Percent,36.59,36.59,36.59,36.59,36.59,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Maximum Availability,Updated LMI GHS,Interp,Percent,36.59,36.59,36.59,36.59,36.59,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Maximum Availability,Updated Pro Solar,Interp,Percent,36.59,36.59,36.59,36.59,36.59,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,
Transformation\Electricity Generation\Processes\Eskom IPP Wind,Maximum Availability,Updated Utility Protection,Interp,Percent,36.59,36.59,36.59,36.59,36.59,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,34.77,
